fruit_id,color,length_cm,width_cm,kernel_mass_g,whole_fruit_weight_g,spot_coverage_percent,has_spots,oil_yield_percent,maturity_stage,length_width_ratio,kernel_fruit_ratio,color_encoded
TALISAY_00391,green,6.39,4.5,0.812,60.0,31.1,True,48.75,immature,1.42,1.35,0
TALISAY_00592,yellow,6.63,5.48,0.891,57.3,0.0,False,56.55,mature,1.21,1.55,1
TALISAY_01522,brown,6.18,4.13,0.589,44.4,0.0,False,54.46,fully_ripe,1.496,1.33,2
TALISAY_01162,yellow,5.05,2.92,0.518,32.8,0.0,False,59.01,mature,1.729,1.58,1
TALISAY_01086,yellow,5.4,3.95,0.707,46.5,0.0,False,58.95,mature,1.367,1.52,1
TALISAY_01495,yellow,4.49,3.14,0.363,41.0,0.0,False,59.06,mature,1.43,0.89,1
TALISAY_00647,yellow,4.33,3.59,0.355,35.7,0.0,False,56.41,mature,1.206,0.99,1
TALISAY_01152,yellow,6.28,4.81,0.782,48.5,0.0,False,59.35,mature,1.306,1.61,1
TALISAY_01367,yellow,6.16,4.93,0.656,55.9,11.1,True,58.74,mature,1.249,1.17,1
TALISAY_00520,yellow,7.0,5.1,0.786,56.8,14.5,True,59.64,mature,1.373,1.38,1
TALISAY_01862,brown,5.76,4.34,0.577,39.0,0.0,False,54.88,fully_ripe,1.327,1.48,2
TALISAY_00064,green,5.75,4.3,0.663,49.8,44.3,True,48.97,immature,1.337,1.33,0
TALISAY_01836,brown,6.52,4.65,0.726,52.1,0.0,False,57.98,fully_ripe,1.402,1.39,2
TALISAY_00014,green,5.44,3.36,0.458,35.5,32.4,True,45.83,immature,1.619,1.29,0
TALISAY_01180,yellow,4.69,3.77,0.372,40.0,0.0,False,57.31,mature,1.244,0.93,1
TALISAY_01064,yellow,6.62,4.76,0.62,48.6,13.6,True,60.68,mature,1.391,1.28,1
TALISAY_00492,green,7.0,5.36,0.856,60.0,23.4,True,47.62,immature,1.306,1.43,0
TALISAY_00379,green,6.75,4.31,0.692,53.9,0.0,False,48.05,immature,1.566,1.28,0
TALISAY_00187,green,5.66,3.98,0.695,33.4,0.0,False,47.51,immature,1.422,2.08,0
TALISAY_00763,yellow,5.71,4.23,0.632,47.2,0.0,False,60.49,mature,1.35,1.34,1
TALISAY_00216,green,6.16,5.0,0.669,52.8,0.0,False,48.25,immature,1.232,1.27,0
TALISAY_00791,yellow,3.87,2.79,0.287,31.9,6.4,True,56.86,mature,1.387,0.9,1
TALISAY_01076,yellow,6.63,4.71,0.725,54.1,0.0,False,61.76,mature,1.408,1.34,1
TALISAY_00878,yellow,4.9,3.96,0.515,30.7,11.0,True,59.71,mature,1.237,1.68,1
TALISAY_00337,green,5.49,4.07,0.514,39.5,31.4,True,47.57,immature,1.349,1.3,0
TALISAY_01772,brown,5.53,4.2,0.406,41.2,25.2,True,52.57,fully_ripe,1.317,0.99,2
TALISAY_00719,yellow,5.71,4.11,0.729,42.3,0.0,False,59.63,mature,1.389,1.72,1
TALISAY_01748,brown,5.76,4.05,0.483,40.1,23.0,True,54.96,fully_ripe,1.422,1.2,2
TALISAY_00295,green,4.27,3.21,0.292,33.7,22.1,True,45.35,immature,1.33,0.87,0
TALISAY_01725,brown,7.0,4.71,0.753,51.3,0.0,False,55.37,fully_ripe,1.486,1.47,2
TALISAY_01016,yellow,4.66,3.85,0.325,39.7,0.0,False,58.92,mature,1.21,0.82,1
TALISAY_01275,yellow,5.03,3.59,0.476,30.0,0.0,False,58.03,mature,1.401,1.59,1
TALISAY_01750,brown,7.0,5.09,0.9,58.2,0.0,False,58.13,fully_ripe,1.375,1.55,2
TALISAY_01485,yellow,6.74,4.69,0.736,53.3,0.0,False,59.76,mature,1.437,1.38,1
TALISAY_00455,green,7.0,4.92,0.831,52.9,36.4,True,49.96,immature,1.423,1.57,0
TALISAY_01996,brown,6.06,4.43,0.595,41.4,0.0,False,55.64,fully_ripe,1.368,1.44,2
TALISAY_00815,yellow,6.68,5.28,0.9,58.1,23.5,True,58.86,mature,1.265,1.55,1
TALISAY_01886,brown,5.57,4.95,0.597,47.1,0.0,False,56.17,fully_ripe,1.125,1.27,2
TALISAY_00269,green,6.9,5.5,0.9,60.0,22.8,True,50.39,immature,1.255,1.5,0
TALISAY_00995,yellow,4.98,2.96,0.595,33.7,21.7,True,60.3,mature,1.682,1.77,1
TALISAY_00201,green,5.34,3.6,0.442,33.7,0.0,False,46.62,immature,1.483,1.31,0
TALISAY_00161,green,6.15,4.53,0.574,31.9,20.4,True,50.75,immature,1.358,1.8,0
TALISAY_01579,brown,5.17,4.02,0.544,26.0,0.0,False,54.04,fully_ripe,1.286,2.09,2
TALISAY_00729,yellow,4.52,3.58,0.42,31.8,0.0,False,58.25,mature,1.263,1.32,1
TALISAY_00401,green,6.49,4.9,0.759,58.4,0.0,False,49.94,immature,1.324,1.3,0
TALISAY_00702,yellow,6.29,4.51,0.703,46.7,11.2,True,61.94,mature,1.395,1.51,1
TALISAY_01500,brown,6.63,5.19,0.73,52.9,17.7,True,58.13,fully_ripe,1.277,1.38,2
TALISAY_01845,brown,7.0,5.5,0.829,60.0,0.0,False,56.34,fully_ripe,1.273,1.38,2
TALISAY_01795,brown,5.87,4.88,0.787,57.8,0.0,False,56.52,fully_ripe,1.203,1.36,2
TALISAY_01129,yellow,5.91,4.84,0.762,45.3,0.0,False,58.59,mature,1.221,1.68,1
TALISAY_00565,yellow,5.24,2.7,0.422,33.8,13.6,True,58.93,mature,1.941,1.25,1
TALISAY_01413,yellow,6.32,4.69,0.78,39.5,7.6,True,59.44,mature,1.348,1.97,1
TALISAY_01021,yellow,6.51,4.52,0.841,51.6,0.0,False,58.62,mature,1.44,1.63,1
TALISAY_01025,yellow,6.04,3.78,0.583,42.2,0.0,False,60.53,mature,1.598,1.38,1
TALISAY_01411,yellow,7.0,5.49,0.808,56.5,0.0,False,61.3,mature,1.275,1.43,1
TALISAY_01895,brown,4.43,2.7,0.244,32.4,0.0,False,55.85,fully_ripe,1.641,0.75,2
TALISAY_01585,brown,5.79,3.8,0.743,46.3,22.0,True,56.8,fully_ripe,1.524,1.6,2
TALISAY_01104,yellow,5.01,4.0,0.504,42.4,13.1,True,56.72,mature,1.252,1.19,1
TALISAY_00205,green,5.44,3.93,0.397,33.8,0.0,False,46.58,immature,1.384,1.17,0
TALISAY_00034,green,5.69,3.8,0.379,40.5,0.0,False,47.05,immature,1.497,0.94,0
TALISAY_00775,yellow,4.93,2.72,0.478,30.2,6.4,True,59.75,mature,1.812,1.58,1
TALISAY_00508,yellow,6.22,4.89,0.758,46.6,0.0,False,57.95,mature,1.272,1.63,1
TALISAY_01451,yellow,7.0,4.96,0.743,57.7,0.0,False,58.29,mature,1.411,1.29,1
TALISAY_01478,yellow,7.0,5.49,0.832,57.6,0.0,False,60.23,mature,1.275,1.44,1
TALISAY_01970,brown,5.33,3.99,0.716,54.7,0.0,False,57.35,fully_ripe,1.336,1.31,2
TALISAY_01390,yellow,6.88,5.34,0.9,59.2,0.0,False,59.85,mature,1.288,1.52,1
TALISAY_00091,green,4.43,3.26,0.4,28.1,0.0,False,46.8,immature,1.359,1.42,0
TALISAY_01363,yellow,6.9,5.31,0.824,55.5,0.0,False,60.19,mature,1.299,1.48,1
TALISAY_00897,yellow,6.0,4.27,0.672,55.1,0.0,False,60.16,mature,1.405,1.22,1
TALISAY_00564,yellow,5.07,3.21,0.278,28.7,0.0,False,60.42,mature,1.579,0.97,1
TALISAY_01369,yellow,6.05,4.21,0.731,45.4,0.0,False,58.25,mature,1.437,1.61,1
TALISAY_00776,yellow,6.7,4.66,0.72,48.0,0.0,False,58.75,mature,1.438,1.5,1
TALISAY_00241,green,6.78,5.33,0.8,58.9,48.3,True,49.2,immature,1.272,1.36,0
TALISAY_00013,green,5.2,3.47,0.4,34.8,36.6,True,47.18,immature,1.499,1.15,0
TALISAY_00315,green,6.74,4.84,0.499,54.9,19.9,True,45.01,immature,1.393,0.91,0
TALISAY_00600,yellow,5.21,4.13,0.534,32.3,2.2,False,58.84,mature,1.262,1.65,1
TALISAY_00387,green,6.42,5.17,0.702,52.9,0.0,False,49.09,immature,1.242,1.33,0
TALISAY_01297,yellow,6.6,5.5,0.877,50.8,0.0,False,64.35,mature,1.2,1.73,1
TALISAY_00166,green,4.33,3.47,0.398,34.4,0.0,False,45.7,immature,1.248,1.16,0
TALISAY_00840,yellow,5.46,4.11,0.689,37.6,0.0,False,58.9,mature,1.328,1.83,1
TALISAY_00020,green,4.35,3.69,0.496,27.5,0.0,False,47.36,immature,1.179,1.8,0
TALISAY_00646,yellow,5.61,3.18,0.506,35.2,17.0,True,60.48,mature,1.764,1.44,1
TALISAY_01842,brown,4.73,3.5,0.503,39.0,0.0,False,58.09,fully_ripe,1.351,1.29,2
TALISAY_01508,brown,6.42,4.12,0.682,58.8,0.0,False,54.53,fully_ripe,1.558,1.16,2
TALISAY_01154,yellow,5.75,5.23,0.71,45.1,11.6,True,59.36,mature,1.099,1.57,1
TALISAY_01528,brown,5.58,4.05,0.489,43.7,0.0,False,57.12,fully_ripe,1.378,1.12,2
TALISAY_00831,yellow,4.49,3.14,0.289,38.3,0.0,False,57.77,mature,1.43,0.75,1
TALISAY_01267,yellow,6.28,4.78,0.783,51.8,0.0,False,59.78,mature,1.314,1.51,1
TALISAY_01590,brown,5.1,3.52,0.517,40.9,12.1,True,55.78,fully_ripe,1.449,1.26,2
TALISAY_01899,brown,5.68,4.07,0.651,40.5,0.0,False,59.71,fully_ripe,1.396,1.61,2
TALISAY_00562,yellow,4.97,3.22,0.383,43.0,14.8,True,58.66,mature,1.543,0.89,1
TALISAY_01951,brown,5.14,3.09,0.429,29.0,0.0,False,55.23,fully_ripe,1.663,1.48,2
TALISAY_00686,yellow,7.0,5.37,0.75,60.0,0.0,False,60.61,mature,1.304,1.25,1
TALISAY_00957,yellow,4.87,2.95,0.542,32.5,0.0,False,59.04,mature,1.651,1.67,1
TALISAY_00189,green,3.82,3.4,0.287,29.6,5.5,True,45.0,immature,1.124,0.97,0
TALISAY_01806,brown,5.93,4.76,0.713,46.9,0.0,False,55.83,fully_ripe,1.246,1.52,2
TALISAY_00975,yellow,6.14,4.65,0.557,46.9,0.0,False,57.99,mature,1.32,1.19,1
TALISAY_00699,yellow,5.63,4.04,0.479,37.7,0.0,False,60.0,mature,1.394,1.27,1
TALISAY_01499,yellow,7.0,5.19,0.9,58.5,0.0,False,59.3,mature,1.349,1.54,1
TALISAY_01705,brown,6.2,4.3,0.714,60.0,0.0,False,54.47,fully_ripe,1.442,1.19,2
TALISAY_00510,yellow,5.39,3.49,0.472,40.3,0.0,False,56.57,mature,1.544,1.17,1
TALISAY_01082,yellow,5.81,3.46,0.576,43.0,12.6,True,60.04,mature,1.679,1.34,1
TALISAY_00474,green,4.53,3.24,0.344,35.5,29.9,True,47.83,immature,1.398,0.97,0
TALISAY_01584,brown,6.57,5.16,0.75,55.5,6.2,True,55.79,fully_ripe,1.273,1.35,2
TALISAY_00856,yellow,5.66,3.67,0.701,43.2,0.0,False,58.43,mature,1.542,1.62,1
TALISAY_00747,yellow,5.46,4.7,0.625,45.8,0.0,False,58.46,mature,1.162,1.36,1
TALISAY_00252,green,5.97,4.28,0.772,48.0,36.6,True,47.09,immature,1.395,1.61,0
TALISAY_00021,green,6.23,4.7,0.767,49.5,0.0,False,46.31,immature,1.326,1.55,0
TALISAY_01337,yellow,4.9,2.91,0.312,30.7,0.0,False,56.43,mature,1.684,1.02,1
TALISAY_00459,green,4.63,2.73,0.448,33.8,0.0,False,46.98,immature,1.696,1.33,0
TALISAY_01184,yellow,6.47,5.5,0.79,58.2,13.5,True,57.28,mature,1.176,1.36,1
TALISAY_00276,green,6.52,5.12,0.692,46.8,41.2,True,46.48,immature,1.273,1.48,0
TALISAY_00955,yellow,6.11,4.07,0.651,51.4,0.0,False,57.78,mature,1.501,1.27,1
TALISAY_01215,yellow,4.98,2.72,0.441,28.2,7.6,True,57.5,mature,1.831,1.56,1
TALISAY_00385,green,6.97,5.5,0.9,55.4,24.1,True,48.47,immature,1.267,1.62,0
TALISAY_00805,yellow,6.39,5.03,0.628,55.4,0.0,False,58.65,mature,1.27,1.13,1
TALISAY_01437,yellow,7.0,5.13,0.755,57.7,0.0,False,58.98,mature,1.365,1.31,1
TALISAY_01515,brown,6.07,5.5,0.781,53.7,0.0,False,57.76,fully_ripe,1.104,1.45,2
TALISAY_00343,green,6.64,4.84,0.753,43.4,0.0,False,48.39,immature,1.372,1.74,0
TALISAY_00769,yellow,5.16,4.34,0.647,33.9,0.0,False,58.15,mature,1.189,1.91,1
TALISAY_01332,yellow,4.85,3.65,0.473,31.9,9.1,True,55.2,mature,1.329,1.48,1
TALISAY_01685,brown,5.04,3.94,0.58,39.1,0.0,False,50.96,fully_ripe,1.279,1.48,2
TALISAY_00130,green,6.56,4.72,0.9,57.7,0.0,False,50.38,immature,1.39,1.56,0
TALISAY_01687,brown,4.42,4.06,0.42,38.0,0.0,False,55.82,fully_ripe,1.089,1.11,2
TALISAY_00871,yellow,5.63,3.68,0.554,41.1,0.0,False,58.9,mature,1.53,1.35,1
TALISAY_01123,yellow,5.81,5.01,0.61,37.9,0.0,False,60.76,mature,1.16,1.61,1
TALISAY_01396,yellow,6.28,4.84,0.765,51.6,0.0,False,59.61,mature,1.298,1.48,1
TALISAY_00087,green,6.92,4.51,0.742,51.9,23.0,True,49.67,immature,1.534,1.43,0
TALISAY_01482,yellow,4.82,3.2,0.207,38.7,0.0,False,56.93,mature,1.506,0.53,1
TALISAY_00330,green,4.96,4.3,0.487,46.5,40.3,True,46.14,immature,1.153,1.05,0
TALISAY_01238,yellow,6.05,4.11,0.515,46.0,0.0,False,58.55,mature,1.472,1.12,1
TALISAY_00466,green,5.11,4.06,0.441,25.5,0.0,False,46.74,immature,1.259,1.73,0
TALISAY_00121,green,5.58,3.57,0.51,41.2,14.9,True,49.74,immature,1.563,1.24,0
TALISAY_01638,brown,6.04,4.21,0.478,44.7,0.0,False,57.21,fully_ripe,1.435,1.07,2
TALISAY_01044,yellow,5.19,3.69,0.481,36.3,23.9,True,58.94,mature,1.407,1.33,1
TALISAY_01724,brown,5.95,4.25,0.561,48.4,0.0,False,55.12,fully_ripe,1.4,1.16,2
TALISAY_01095,yellow,4.5,3.19,0.18,25.5,0.0,False,56.67,mature,1.411,0.71,1
TALISAY_01130,yellow,4.36,3.9,0.655,37.7,0.0,False,58.34,mature,1.118,1.74,1
TALISAY_01294,yellow,5.51,4.2,0.565,43.8,11.6,True,59.34,mature,1.312,1.29,1
TALISAY_00860,yellow,5.98,4.59,0.707,39.4,15.3,True,59.04,mature,1.303,1.79,1
TALISAY_01459,yellow,4.56,3.63,0.434,35.8,10.6,True,57.38,mature,1.256,1.21,1
TALISAY_01126,yellow,7.0,5.18,0.774,60.0,0.0,False,59.33,mature,1.351,1.29,1
